collectables-hud.training.gauge.toofar,TOO FAR,text
collectables-hud.label.gates,GATES,text
collectables-hud.label.round-ends,ROUND ENDS IN,text
collectables-hud.label.time,TIMER,text
status-page.Operational,Operational,运作中
status-page.Server Unresponsive,Server Unresponsive,服务器未响应
status-page.Subscribe,Subscribe,订阅
status-page.Support,"If you are having connection trouble, please reach out to us on WeChat for support: https://mp.weixin.qq.com/s/QGDQHHHrsDtpTT30C6aLIw",如果你有技术上的问题，请关注并透过微信公众号跟我们联络：https://mp.weixin.qq.com/s/QGDQHHHrsDtpTT30C6aLIw
status-page.API,API,API
status-page.Steam API,Steam API,蒸汽平台API
status-page.Labels,"",
status-page.Contact,Contact,联系方式
status-page.Support,Support,支持
status-page.Powered by,Powered by,技术支持
status-page.Legal Notice,Legal Notice,法律注意事项
status-page.Data Privacy,Data Privacy,数据隐私
status-page.Under Maintenance,Under Maintenance,正在维护
status-page.Statuses,"",
status-page.Under Maintenance,Under Maintenance,正在维护
status-page.Degraded Performance,Degraded Performance,降低性能
status-page.Partial Outage,Partial Outage,部分故障
status-page.Operational,Operational,操作性
status-page.Incidents,Incidents,事件
status-page.Incident,Incident,事件
status-page.Scheduled Maintenance,Scheduled Maintenance,例行维护
status-page.Incidents History,Incidents History,历史事件
status-page.Current & Historical operational interruptions to our service.,Current & Historical operational interruptions to our service.,当前 & 历史操作与服务器连接中断.
status-page.1 day since last incident | {days} days since last incident,2 day since last incident | {days} days since last incident,最新事件发生于{days}天前
status-page.Latest Incidents,Latest Incidents,最新事件
status-page.Current Status,Current Status,当前状态
status-page.Keep up to date with real-time and historical interruptions to our service which may be affecting you.,Keep up to date with real-time and historical interruptions to our service which may be affecting you.,随时了解可能导致您与服务器连接中断的情况.
status-page.No incidents reported.,No incidents reported.,无事件报告
status-page.Resolved,Resolved,已解决
status-page.Unresolved,Unresolved,未解决
status-page.Previous Page,Previous Page,上一页
status-page.Next Page,Next Page,下一页
status-page.Page,Page,页码
status-page.Show all {count} Incidents,Show all {count} Incidents,显示全部{count}个事件
status-page.Show less Incidents,Show less Incidents,显示部分事件
status-page.Go back to homepage,Go back to homepage,回到主页
status-page.Page not found,Page not found,未找到页面
status-page.The page you were looking for was not found,The page you were looking for was not found,未找到您查找的页面
status-page.An error occurred,An error occurred,出现错误
"status-page.We're sorry, but we cannot fulfill your request","We're sorry, but we cannot fulfill your request","非常抱歉, 我们不能满足您的要求."
status-page.Subscribe to Updates,Subscribe to Updates,订阅更新
status-page.Choose from the options below to automatically receive status updates.,Choose from the options below to automatically receive status updates.,"从以下选项中进行选择, 以自动接收状态更新."
status-page.Close,Close,关闭
status-page.Calendar,Calendar,日程表
"status-page.Receive <strong>Scheduled Maintenances</strong> via <a href=\""{url}\"" target=\""_blank\"" rel=\""noopener\"">iCalendar</a>.","Receive <strong>Scheduled Maintenances</strong> via <a href=\""{url}\"" target=\""_blank\"" rel=\""noopener\"">iCalendar</a>.","从<a href=\""{url}\"" target=\""_blank\"" rel=\""noopener\"">日程表</a>接收<strong>例行维护</strong>."
status-page.Feeds,Feeds,摘要
"status-page.Get <a href=\""{atom_url}\"" target=\""_blank\"" rel=\""noopener\"">the Atom Feed</a> or <a href=\""{rss_url}\"" target=\""_blank\"" rel=\""noopener\"">the RSS Feed</a>.","Get <a href=\""{atom_url}\"" target=\""_blank\"" rel=\""noopener\"">the Atom Feed</a> or <a href=\""{rss_url}\"" target=\""_blank\"" rel=\""noopener\"">the RSS Feed</a>.","获取<a href=\""{atom_url}\"" target=\""_blank\"" rel=\""noopener\"">Atom摘要</a>或 <a href=\""{rss_url}\"" target=\""_blank\"" rel=\""noopener\"">RSS摘要</a>."
status-page.Twitter,Twitter,推特
"status-page.or <a href=\""https://twitter.com/{username}\"" target=\""_blank\"" rel=\""noopener\"">view our Profile</a>.","or <a href=\""https://twitter.com/{username}\"" target=\""_blank\"" rel=\""noopener\"">view our Profile</a>.","或者<a href=\""https://twitter.com/{username}\"" target=\""_blank\"" rel=\""noopener\"">查看我们的资料</a>."
status-page.Support,Support,支持
"status-page.Visit our <a href=\""{url}\"" target=\""_blank\"" rel=\""noopener\"">Support Site</a>.","Visit our <a href=\""{url}\"" target=\""_blank\"" rel=\""noopener\"">Support Site</a>.","访问我们的<a href=\""{url}\"" target=\""_blank\"" rel=\""noopener\"">支持网站</a>."
status-page.Push,Push,推送
status-page.Notifications delivered to your browser.,Notifications delivered to your browser.,通知已发送到您的浏览器.
status-page.Enable Notifications,Enable Notifications,启用通知
status-page.Notifications are enabled for this browser.,Notifications are enabled for this browser.,此浏览器已启用通知.
vdrl.screen.title,TOURNAMENTS,text
vdrl.button.enter,ENTER,text
vdrl.button.standings,STANDINGS,text
vdrl.button.remind-me,REMIND ME,text
vdrl.button.register,REGISTER,text
vdrl.button.unregister,UNREGISTER,text
vdrl.button.nextmatch,NEXT MATCH,text
vdrl.feedback.processing,PROCESSING...,text
vdrl.feedback.no.tournaments,NO TOURNAMENTS FOUND,text
vdrl.feedback.operation.failure,OPERATION FAILURE,text
vdrl.label.group,GROUP,text
vdrl.label.semi.finals,SEMI FINALS,text
vdrl.label.finals,FINALS,text
vdrl.label.complete,MATCH COMPLETE,text
vdrl.label.waiting,WAITING,text
vdrl.label.next.map,NEXT MAP,text
vdrl.feedback.registering,REGISTERING...,text
vdrl.feedback.unregistering,UNREGISTERING...,text
vdrl.label.starts,STARTS:,text
vdrl.label.starts-in,STARTS IN:,text
vdrl.label.started,STARTED,text
vdrl.label.day,DAY,text
vdrl.label.days,DAYS,text
vdrl.label.hour,HOUR,text
vdrl.label.hours,HOURS,text
vdrl.label.winners-prize,WINNERS PRIZE:,text
vdrl.label.winner,WINNER,text
vdrl.skill.title,SKILLS,text
vdrl.label.minute,MIN,text
vdrl.label.minutes,MINS,text
vdrl.button.subscribe-me,SUBSCRIBE,text
vdrl.button.unsubscribe-me,UNSUBSCRIBE,text
vdrl.label.winners,WINNERS,text
vdrl.button.exit,EXIT,text
vdrl.list.title,TOURNAMENTS,text
vdrl.leaderboard.title,TOURNAMENT LEADERBOARD,text
vdrl.label.solo-race,START,text
vdrl.label.mp-race,JOIN,text
vdrl.label.mp-spectate,SPECTATE,text
vdrl.label.heat,HEAT,text
vdrl.label.active,ACTIVE,text
vdrl.label.waiting-players,WAITING FOR PLAYERS,text
vdrl.tournaments-list.bc-title,NO TOURNAMENT AVAILABLE,text
vdrl.tournaments-list.bc-desc,"SUBSCRIBE TO RECEIVE UPDATES
ABOUT FUTURE TOURNAMENTS",text
vdrl.tournaments-list.newsletter.title,NEWSLETTER,text
vdrl.tournaments-list.newsletter.desc,"STAY UP TO DATE ABOUT
FUTURE TOURNAMENTS",text
vdrl.tournaments-list.past.title,PAST RESULTS,text
vdrl.tournaments-list.past.desc,"PREVIOUS TOURNAMENTS
LEADERBOARDS",text
vdrl.tournament-overview.description,DESCRIPTION,text
vdrl.tournament-overview.prizes,PRIZES,text
vdrl.label.age-restriction,I AM OVER THE AGE OF,text
vdrl.label.inches,INCHES,text
vdrl.label.all-drones,ALL DRONES,text
vdrl.label.from,FROM,text
vdrl.label.to,TO,text
vdrl.brackets.selected-drone,SELECTED DRONE,text
vdrl.label.waiting,WAITING,text
vdrl.label.failed,FAILED,text
vdrl.match-item.results,RESULTS,text
vdrl.label.in-game,IN GAME,text
vdrl.label.total,TOTAL,text
vdrl.label.ends-in,ENDS IN,text
vdrl.label.event-canceled,EVENT CANCELED BY THE HOST,text
vdrl.label.ended,TOURNAMENT ENDED,text
vdrl.label.out-of,OUT OF,text
vdrl.label.time-expired,TIME EXPIRED,text
vdrl.label.round-complete,COMPLETE,text
vdrl.label.tournament-failed,TOURNAMENT FAILED,text
vdrl.label.registration-opens,OPENS:,text
vdrl.label.begins,BEGINS,text
vdrl.label.registered,REGISTERED,text
campaign.screen.title,CAMPAIGN,text
campaign.screen.title.overview,TRYOUTS,text
campaign.campaign.title.2016,2016 Season,text
campaign.campaign.discription.2016,DRL 2016 Season Races,text
campaign.campaign.title.2018,Tryouts 2018,text
campaign.campaign.discription.2018,DRL's Tryouts Tournament for 2018,text
campaign.overview.races,RACES,text
campaign.overview.totaltime,TOTAL TIME,text
campaign.overview.attemps,ATTEMPTS,text
campaign.overview.onleaderboard,<size=21>ON LEADERBOARD</size>,text
campaign.overview.reset,RESET,text
campaign.overview.finalheat,FINAL HEAT ,text
campaign.overview.locked,LOCKED,text
campaign.overview.results,RESULTS,text
campaign.overview.confirmation,(PRESS AGAIN TO CONFIRM),text
campaign.overview.resetright,RIGHT,text
campaign.results.nav-left.back,BACK,text
campaign.results.total-time,TOTAL TIME: ,text
campaign.overview.crash-rebuild,CRASH REBUILD,text
campaign.tryouts-2020.onboarding.t0,"Welcome to the <color=red>2020 DRL SIM Tryouts</color>, a global competition, open to anyone 16 years or older that seeks to find the next professional DRL pilot. The winner of the tryouts competition will earn a professional pilot contract to compete in the <color=red>2020 DRL season</color>. And for the first time ever, DRL is giving away <color=red>$75K</color> in total prizes throughout this epic, two-month tournament. Score a top place on the leaderboards. Compete in weekly tournaments. Tune-in to watch the action. Everyone has a chance to win.",text
campaign.tryouts-2020.onboarding.t1,"It's simple to get started. Players must complete 3 heats on the Tryouts Map, and you're automatically qualified to join the weekly online tournaments. There's no time cut off. If you can complete the map 3 times, you're qualified to compete. ",text
campaign.tryouts-2020.onboarding.t2,"Once you qualify on the Tryouts Map, you can join any of the 12 weekly tournaments held every <color=red>Tuesday and Thursday between Feb 18th - March 26th</color>. Each week is a different track. During the tournament, you have 30 minutes to set your fastest time in Qualifying. The Top 24 will battle it out bracket-style to become the overall winner. Every tournament winner automatically advances to the Finals.",text
leaderboard.back,BACK,text
leaderboard.exit,EXIT,text
leaderboard.my-position,MY POSITION,text
leaderboard.right,RIGHT,text
leaderboard.game-type.labels,"RACE,TRYOUTS",text
leaderboard.mode,MODE,text
leaderboard.map,MAP,text
leaderboard.track,TRACK,text
leaderboard.campaign,CAMPAIGN,text
leaderboard.drl-2016,DRL 2016,text
leaderboard.region,REGION,text
leaderboard.quest,QUEST,text
leaderboard.los-i,LOS I,text
leaderboard.mission,MISSION,text
leaderboard.the-diamond-path,THE DIAMOND PATH,text
leaderboard.replay,REPLAY,text
leaderboard.no-results-found,NO RESULTS FOUND,text
leaderboard.loading,LOADING...,text
leaderboard.start,START,text
leaderboard.drone-class,CLASS,text
leaderboard.drone-class.labels,"ALL CLASSES,NANO CLASS,3"" CLASS,4"" CLASS,5"" CLASS,6"" CLASS",text
leaderboard.title,LEADERBOARDS,text
leaderboard.race-item.replay,REPLAY,text
leaderboard.progress-loading,LOADING <color=red>/</color>,text
leaderboard.drone-physics.labels,"CUSTOM PHYSICS,DEFAULT PHYSICS",text
leaderboard.race-item.save-drone,DRONE,text
leaderboard.result.new-record,NEW RECORD,text
leaderboard.result.personal-best,NEW PERSONAL BEST,text
leaderboard.result.on,ON,text
leaderboard.result.drl-leaderboard,DRL LEADERBOARD,text
leaderboard.result.leaderboard,LEADERBOARD,text
leaderboard.result.custom-physics,CUSTOM PHYSICS,text
leaderboard.result.race-time,RACE TIME,text
leaderboard.result.time,TIME,text
leaderboard.choose-map,CHOOSE MAP,text
leaderboard.menu.replay.search,TYPE REPLAY URL...,text
leaderboard.search,SEARCH,text
leaderboard.show.all,SHOW ALL,text
garage.bars.thrust.label,THRUST,text
garage.bars.weight.label,WEIGHT,text
garage.bars.topspeed.label,TOP SPEED,text
garage.bars.torque.label,TORQUE,text
garage.bars.drag.label,DRAG,text
garage.bars.rpm.label,RPM,text
garage.bars.efficiency.label,EFFICIENCY,text
garage.bars.temperature.label,PEAK TEMP,text
garage.bars.description.label,Designates change in value.,text
garage.dev.button,DEV,text
garage.forbidden.button,FORB,text
garage.cog.button,MOI,text
garage.video.button,VIDEO,text
garage.spin.button,SPIN,text
garage.data.button,DATA,text
garage.see.button,SEE,text
garage.fly.button,FLY,text
garage.saving.button,SAVING...,text
garage.save.button,SAVE DRONE,text
garage.previous.button,PREVIOUS,text
garage.next.button,NEXT,text
garage.color.trail-color.label,PILOT/TRAIL,text
garage.color.prop-color.label,PROPELLERS,text
garage.color.texture-color.label,DETAILS 1,text
garage.color.edge-color.label,DETAILS 2,text
garage.name.input,TYPE A NAME,text
garage.header.frames.button,FRAMES,text
garage.header.motors.button,MOTORS,text
garage.header.props.button,PROPS,text
garage.header.lipos.button,LIPOS,text
garage.header.extras.button,EXTRAS,text
garage.header.style.button,STYLE,text
garage.header.color.button,COLOR,text
garage.messages.unabletofly,COMBINATION UNAVAILABLE: BENCH TEST DATA NOT CAPTURED YET. STAY TUNED.,text
garage.selection.new3inch.button,NEW 3'' DRONE,text
garage.selection.new4inch.button,NEW 4'' DRONE,text
garage.selection.new5inch.button,NEW 5'' DRONE,text
garage.selection.new6inch.button,NEW 6'' DRONE,text
garage.selection.new7inch.button,NEW 7'' DRONE,text
garage.charts.datasheet.button,DATASHEET,text
garage.charts.review.button,REVIEW,text
garage.selection-screen.title,Drones,text
garage.information.stator.label,Stator:,text
garage.information.size.label,Size:,text
garage.information.gear.label,Gear:,text
garage.information.blades.label,Blades:,text
garage.information.capacity.label,Capacity:,text
garage.information.cells.label,Cells:,text
garage.information.type.label,Type:,text
garage.information.weight.label,Weight:,text
garage.public.labels,"PRIVATE,PUBLIC",text
garage.clear.button,CLEAR CUSTOM PHYSICS,text
garage.messages.exit-preview,PRESS ANY KEY TO EXIT,text
garage.selection.nano.label,NANO CLASS,text
garage.selection.3inch.label,"3"" CLASS",text
garage.selection.4inch.label,"4"" CLASS",text
garage.selection.5inch.label,"5"" CLASS",text
garage.selection.6inch.label,"6"" CLASS",text
garage.selection.7inch.label,"7"" CLASS",text
garage.selection.promo.label,RECOMMENDED,text
garage.selection.developer.label,DEV ONLY,text
garage.messages.drone-name,PLEASE NAME YOUR DRONE,text
garage.selection-screen.minutes,Minutes,text
garage.card.store,STORE,text
garage.card.store.desc,"BUY NEW SKINS
FOR YOUR DRONES",text
garage.unsteady,UNSTEADY DRAG MODEL,text
garage.menu.frames.labels,"FRAME SIZE,3 INCHES,4 INCHES,5 INCHES,6 INCHES,7 INCHES",text
garage.menu.motors.size.labels,"SIZE,22xx",text
garage.menu.motors.gearing.labels,"GEARING,1500kv - 2000kv,2000kv - 2500kv,2500kv-3000kv",text
garage.menu.props.diameter.labels,"DIAMETER,3 INCHES,4 INCHES",text
garage.menu.props.blades.labels,"BLADES,2 BLADES,3 BLADES,4 BLADES,",text
garage.menu.lipos.cells.labels,"CELLS,3S (12.6v),4S (16.8v),5S (21v)",text
garage.menu.lipos.capacity.labels,"CAPACITY,0 - 450 mAh,451 - 850 mAh,851 - 1300 mAh,1301 - 1800 mAh",text
garage.menu.style.labels,"CATEGORY,ANIMALS,EFFECTS,FLAGS,OTHERS,PATTERNS",text
garage.map-selection.labels,"USAF,SANDBOX",text
garage.remove-attachment,"REMOVE ATTACHMENT
",text
garage.advanced-unsteady-drag,ADVANCED UNSTEADY DRAG,text
dashboard.graphs.title,GRAPHS,text
dashboard.graphs.units.miliamperhours,mAh,text
dashboard.graphs.units.volts,V,text
dashboard.graphs.units.meterspersecond,m/s,text
dashboard.graphs.units.degreespersecond,deg/s,text
dashboard.graphs.units.kilometersperhour,km/h,text
dashboard.graphs.units.kilograms,kg,text
dashboard.graphs.units.grams,g,text
dashboard.graphs.units.newtonmeters,Nm,text
dashboard.graphs.units.newtons,N,text
dashboard.graphs.units.rotationsperminute,rpm,text
dashboard.graphs.units.rotationspersecond,rps,text
dashboard.graphs.electric.title,BATTERY:,text
dashboard.graphs.electric.battery.charge.label,CHARGE:,text
dashboard.graphs.electric.battery.voltage.label,VOLTAGE:,text
dashboard.graphs.speed.title,SPEED XYZ:,text
dashboard.graphs.speed.global.label,GLOBAL:,text
dashboard.graphs.speed.local.label,LOCAL:,text
dashboard.graphs.speed.rotation.label,ROTATION:,text
dashboard.graphs.speed.airspeed.label,AIRFLOW:,text
dashboard.graphs.speed.flight.label,FLIGHT:,text
dashboard.graphs.force.title,FORCE XYZ:,text
dashboard.graphs.force.global.label,GLOBAL:,text
dashboard.graphs.force.local.label,LOCAL:,text
dashboard.graphs.force.drag.label,DRAG:,text
dashboard.graphs.force.drag-lift.label,DRAG/LIFT:,text
dashboard.graphs.force.aeroload.label,AERO LOAD:,text
dashboard.graphs.throttle.title,THROTTLE CURVE,text
dashboard.graphs.pitchroll.title,<color=#73D003FF>PITCH</color> <color=#00ffffff>ROLL</color> CURVE,text
dashboard.graphs.yaw.title,<color=#F1E500FF>YAW</color> CURVE,text
dashboard.graphs.efficiency.title,PROP EFFICIENCY,text
dashboard.graphs.motors.title,<color=#F1E500FF>MOTOR</color> OUTPUT,text
dashboard.graphs.motors.thrust.label,THRUST,text
dashboard.graphs.motors.torque.label,TORQUE,text
dashboard.graphs.motors.voltage.label,VOLTAGE,text
dashboard.graphs.motors.rotationsperminute.label,RPM,text
dashboard.general.title,GENERAL CONFIG,text
dashboard.general.tooltip,Miscallaneous settings and dashboard controlls.,text
dashboard.general.tune.tooltip,Save all physics settings and share them with other players.,text
dashboard.general.tune.button.new,NEW,text
dashboard.general.tune.button.save,SAVE,text
dashboard.general.tune.name.default,MY TUNE,text
dashboard.general.tune.rating.label,RATE THIS DRONE,text
dashboard.general.tune.button.communitytunes,COMMUNITY DRONES,text
dashboard.general.dronesettings.label,DRONE SETTINGS,text
dashboard.general.dronesettings.tooltip,Save/Load current settings onto the drone rig,text
dashboard.general.dronesettings.button.load,LOAD,text
